Gene name,RNAseq1,RNAseq2,RNAseq3,RNAseq4,RNAseq5,RNAseq6,RNAseq7,RNAseq8,RNAseq9,RNAseq10,RNAseq11,RNAseq12,RNAseq13,RNAseq14,RNAseq15,RNAseq16
YLR180W,-0.748213757,-0.028788302,0.645569067,1.660141677,1.154198606,1.102718426,0.562788874,0.495967508,0.317213676,0.46926278,0.303837459,-0.995461199,-1.864955973,-1.175017054,-1.160846856,-0.738414931
YLR180W,-0.748213757,-0.028788302,0.645569067,1.660141677,1.154198606,1.102718426,0.562788874,0.495967508,0.317213676,0.46926278,0.303837459,-0.995461199,-1.864955973,-1.175017054,-1.160846856,-0.738414931
YLR181C,0.213994659,0.440141645,-0.232681647,-1.711356434,-2.647886148,-0.400604792,0.626805888,0.723486634,0.197543354,0.25072068,-0.780148035,0.851648905,0.765586159,0.459277579,0.03713917,1.206332381
YLR182W,-0.759350999,-0.52800693,-1.449502285,-1.680128477,-0.77126071,0.107652212,0.977492218,1.824334538,0.543399407,1.191827679,-0.024944583,0.792832483,0.902204501,-0.203327529,-1.054974393,0.131752866
YLR183C,-0.754089737,-0.714268358,-0.742558031,-1.150493824,-0.216250807,1.037305087,1.842993377,1.740194245,1.047867614,0.859679913,0.395417995,-0.280872771,-0.681292448,-0.923525021,-0.876918573,-0.583188663
YLR184W,-0.559016994,-0.559016994,1.677050983,-0.559016994,-0.559016994,1.677050983,-0.559016994,-0.559016994,1.677050983,1.677050983,-0.559016994,-0.559016994,-0.559016994,-0.559016994,-0.559016994,-0.559016994
YLR185W,-0.105158886,0.162681631,0.113850291,1.028121387,1.535689393,0.803728284,0.864831721,0.797884369,0.253986312,0.322143083,-0.276003697,-1.423303823,-2.358344248,-1.027095785,-0.780385507,0.087375475
YLR186W,-0.291859095,0.294995053,0.724496253,1.505594126,1.664476891,0.262619436,0.421064435,0.490114147,0.054189312,0.168259826,-0.344374374,-1.720746199,-2.265881617,-0.502673299,-0.526357632,0.066082738
YLR187W,0.55391013,0.34545866,0.416584122,0.631173306,0.695832513,0.210455776,0.620258273,1.212944569,0.439918262,0.980215607,0.159797952,-1.67281415,-2.078682757,-1.358228338,-1.21263201,0.055808083
YLR188W,-0.214562577,0.284313462,-0.196294882,-0.803030776,-0.900047426,0.333754144,1.299940253,1.735419619,0.228799399,1.022043414,0.783037544,-0.464737852,-1.637665576,-1.121819187,-1.323336075,0.974186516
YLR189C,1.221564423,1.266583024,-0.021396123,-2.050507708,-1.836070587,-0.130183503,-0.468339352,0.150393293,-0.286072448,0.178149389,-0.744326837,0.592334673,0.516388316,-0.042859814,-0.013384201,1.667727455
YLR190W,-0.762517732,-0.705893909,-1.068503538,-1.709697533,-1.127232158,0.109427191,-0.442311378,0.00484006,-0.450870548,0.627884534,0.552653944,0.543495726,0.959124224,2.370408124,0.683801207,0.415391785
YLR191W,-1.154565868,-0.078413631,-0.982563389,-1.154565868,-0.634595415,0.363490423,0.143221288,0.839296314,0.408062894,1.815176769,0.741458169,1.414245506,-0.20865164,-1.092384529,-1.385757614,0.966546589
YLR192C,-0.058283646,0.0710545,-0.553201983,0.328017846,1.178981473,0.725271248,0.770042502,1.226878462,-0.404934469,0.526751774,0.187132918,-1.501255289,-1.872742589,-1.137328623,-0.94753978,1.461155657
YLR193C,0.024904388,-0.328089741,-0.5775688,-2.239186696,-0.933804077,-0.05727329,-0.043470231,0.351726293,-0.776433122,0.031683905,-0.233558648,1.54256966,1.884824307,0.33910803,-0.306094336,1.320662356
YLR194C,0.320287641,-0.416214205,-0.627284728,-0.464635669,0.337825672,0.023440139,0.107378845,0.300085075,-0.409376364,-0.042973629,-0.781798265,-1.608011321,-1.247412674,0.307681094,1.931291637,2.269716753
YLR195C,-0.795483771,-0.339156269,-0.538537622,0.055785694,0.523657657,0.944628283,1.415680679,1.42403848,0.819354737,1.145106159,0.325866896,-0.124270573,-1.30181307,-1.602972476,-1.469429275,-0.482455531
YLR196W,-0.007195695,0.454172716,0.92308286,1.772895879,1.633501603,0.137995923,0.327371818,0.258053924,-0.162808001,0.097531517,-0.454144442,-1.602274118,-2.093194476,-0.613938393,-0.604051604,-0.066999511
YLR197W,-0.239701796,0.276031496,0.700046981,1.548575403,1.751677195,0.630416887,0.533245756,0.499597359,0.123681887,0.14042058,-0.307069186,-1.602734169,-1.864879777,-0.897023747,-0.93158891,-0.360695958
YLR198C,-0.347733249,0.148659741,0.653046159,1.506162623,1.837400714,0.750601107,0.467476131,0.491804673,0.207052304,0.18038484,-0.17304533,-1.452529599,-1.811302886,-0.92647721,-1.108545119,-0.422954898
YLR199C,1.112925458,1.280327781,0.419129238,-0.049586218,-0.783280697,-0.315477119,-0.154223893,0.543048737,-0.444657006,0.094939973,-0.180734922,-1.528021079,-1.622143659,-0.11035398,-0.577321865,2.315429251
YLR200W,-0.593233289,-0.121769901,0.546400847,1.393725842,1.177453766,0.403668087,0.973285188,1.017369109,0.031016761,0.430099786,-0.113953972,-1.030214786,-1.898261662,-1.313024783,-1.417079653,0.514518661
YLR201C,0.601287783,0.41274595,-0.37160549,-1.913052858,-2.28942584,-0.577837498,-0.342199095,-0.003152064,-0.313072093,0.536059528,0.042361417,0.970720153,1.278900031,0.360834115,0.260313386,1.347122575
YLR202C,0.121987049,0.308200619,-0.817748668,-1.753680821,-2.208004538,0.057731442,0.185125303,-0.074295084,0.368208423,1.213856806,1.118311508,0.762595499,1.572720623,-0.353686038,-0.074295084,-0.42702704
YLR202C,0.121987049,0.308200619,-0.817748668,-1.753680821,-2.208004538,0.057731442,0.185125303,-0.074295084,0.368208423,1.213856806,1.118311508,0.762595499,1.572720623,-0.353686038,-0.074295084,-0.42702704
YLR202C,0.121987049,0.308200619,-0.817748668,-1.753680821,-2.208004538,0.057731442,0.185125303,-0.074295084,0.368208423,1.213856806,1.118311508,0.762595499,1.572720623,-0.353686038,-0.074295084,-0.42702704
YLR202C,0.121987049,0.308200619,-0.817748668,-1.753680821,-2.208004538,0.057731442,0.185125303,-0.074295084,0.368208423,1.213856806,1.118311508,0.762595499,1.572720623,-0.353686038,-0.074295084,-0.42702704
YLR203C,-0.906825965,-0.56221794,-1.20142029,-1.501731244,-0.835500934,0.485037078,0.868390137,0.941643087,0.638170527,1.054846793,1.048227722,1.238797309,1.151123349,-0.750405409,-1.113317597,-0.554816623
YLR204W,-0.911267493,-0.802923,-1.199513225,-1.759132446,-1.042791127,0.098221967,0.80349108,1.030075907,0.804504188,1.050730688,0.788208854,1.27291282,1.230514382,-0.514339081,-0.591856774,-0.25683674
YLR205C,0.159003039,0.206323823,-0.110839845,-1.324145301,-0.742086245,-0.831350975,-1.275643904,-1.049119665,-1.049119665,-0.330417376,0.204394091,1.386710666,1.322734936,1.622181885,0.922036859,0.889337678
YLR206W,0.276583314,-0.136685271,-1.010081781,-2.783547016,-1.101828559,0.208472365,0.096279827,0.573681069,-0.547715663,0.582412339,0.867105586,0.395530946,1.221432353,0.337571922,-0.147702624,1.168491193
YLR207W,0.443362725,0.490459454,0.250584162,-1.263661875,-1.836350767,0.583390444,1.1189372,1.613825543,0.238294515,0.59489074,0.347868038,-0.052706138,-0.853111328,-1.214600095,-1.346475927,0.88529331
YLR208W,-0.161915962,0.334705197,-0.39586403,-0.667067218,-1.153509067,-0.270858095,0.599468513,1.293311283,-0.256561965,0.945913855,-0.722453996,-0.391019011,-0.84980997,0.028602396,-1.047448862,2.714506934
YLR209C,-1.124674984,-0.972235263,-1.261790351,-1.047488499,-0.727658051,0.305601291,0.755853964,1.576615833,0.797379831,1.300678217,1.285692377,0.924274376,0.163511763,-0.806992177,-0.919613964,-0.249154364
YLR210W,-0.551799799,-0.471101023,0.001617354,0.450076291,0.205454996,0.292450645,0.707849148,2.158420799,0.885129664,1.088604573,0.216445845,-1.047037977,-1.322988433,-0.834752505,-1.849231284,0.070861705
YLR211C,1.218812191,1.039607313,0.224703373,-1.340088373,-2.430413559,-0.830496517,-0.130063556,0.216828006,-0.318982458,-0.05840162,-0.491901459,0.128482517,0.01121991,0.701785846,0.339887993,1.719020393
YLR212C,-0.657263542,-0.396302598,-0.548253965,-1.219317832,-0.104965199,1.253441302,1.678469862,1.624072903,0.629488335,1.059281806,0.22602372,-0.657263542,-1.54389119,-0.7944916,-0.732594577,0.183566118
YLR213C,0.31339458,-0.650190915,-0.799370305,-0.412159693,0.391470419,-0.799370305,-0.553445467,1.03861081,-1.279483208,-0.230495905,-1.393592755,-0.458758371,1.943805848,0.430000649,0.654429291,1.805155328
YLR214W,0.389272223,0.439853289,-0.654383404,-1.021778504,-0.654383404,-0.62467736,1.155133736,0.878321941,-0.030084152,1.738242766,0.077298579,-0.278331684,-0.306504573,-0.959097117,-1.824840062,1.675957725
YLR215C,-0.058182601,0.477977223,0.839450676,1.766126629,1.493711537,0.35243829,0.427046083,0.244098052,-0.195785701,0.105897418,-0.433037348,-1.425690406,-1.937487798,-1.162383555,-0.899075162,0.404896665
YLR216C,1.125051848,0.873988794,0.316000647,-0.902831007,-2.408697043,-0.118594755,-0.115426435,-0.183895796,-0.358710062,-0.269744811,-0.846375067,-0.815485234,0.769821852,0.42484445,0.669231147,1.840821472
YLR217W,1.094038466,0.894224312,0.289970425,-0.877161072,-2.427989546,-0.122345619,-0.207052254,-0.195101798,-0.252668759,-0.299607639,-0.872631659,-0.77180585,0.774455436,0.473324664,0.65922705,1.841123842
YLR218C,-0.088963123,-0.245670288,-0.987975709,-2.766612737,-1.407336287,0.175653753,0.187061184,0.492129933,0.374359557,0.666451298,0.640508074,1.173356031,1.205167249,0.134765191,0.035142158,0.411963716
YLR219W,1.19122977,1.040202886,0.414965012,-2.136162744,-1.685291051,-0.771422829,-0.870544042,-0.294310844,-0.52060012,-0.103308384,0.086736379,0.565536008,0.6516437,0.530435729,0.524973648,1.375916881
YLR220W,0.461894142,0.28497812,-0.376187748,-1.78031223,0.301024445,1.230508236,0.49902426,0.632915398,0.041433811,0.5236293,-0.92759831,-0.390833153,-1.732472186,-0.509525383,-0.368880685,2.110401984
YLR221C,-0.441380911,0.142604856,0.465515975,1.650272929,1.917509663,0.503975463,0.712146376,0.493082424,0.025754896,0.169674267,-0.471319882,-1.3524189,-1.762566021,-0.91654335,-1.063483684,-0.072824102
YLR222C,0.144274295,0.546489148,0.980682,1.63375947,1.32986644,0.349789678,0.375029994,0.308080018,0.035610765,0.161410763,-0.383891009,-1.791718954,-2.142866722,-0.673145915,-0.673145915,-0.200224057
YLR223C,0.111339534,0.649361536,1.618340082,2.378381074,0.506372905,-0.489413144,-0.018892312,0.012290027,-0.165260241,-0.060231245,-0.655034331,-1.514041785,-1.538259176,-0.565737731,-0.533916439,0.264701247
YLR224W,-0.043479908,0.670795085,1.611557818,1.913070535,0.793672552,-0.048155307,-0.006444883,0.083396066,-0.360337718,0.148353353,-0.270044953,-0.163588554,-2.083015096,-1.371008597,-1.06952004,0.194749647
YLR225C,0.691393263,0.770404856,0.419292844,-1.615050474,-0.647637396,0.277889705,0.296960043,0.611201389,0.56612724,1.017364867,-0.670384362,-0.832370436,-1.298402959,-0.773955574,-0.939146198,2.126313191
YLR226W,-0.274139045,0.398396509,1.373420732,2.0356623,0.34927587,0.229425766,0.398396509,0.682893582,0.145072909,0.482682361,-0.070095651,-1.161887832,-1.871730659,-1.019517135,-1.263147495,-0.434708721
YLR227C,-0.27152454,-0.603568031,-0.080561597,0.179173957,0.229405063,-0.040653158,-0.257618063,0.401012861,-0.175051379,-0.427338933,-1.314550274,-1.950789228,1.693056346,1.800783222,-0.603568031,1.421791785
YLR228C,0.745088529,0.160117086,-0.920257626,-2.424490983,-0.496572945,-0.387879012,-0.833692865,-0.162353852,-0.459802177,-0.041512872,-0.399720256,0.825507083,1.385488047,0.770964266,0.61927326,1.619844317
YLR229C,-1.422591812,-1.186246632,-1.106185306,-1.001007847,0.569038778,0.892041296,1.264372525,1.433670572,0.560364968,1.248254931,0.315618289,0.566872276,-0.412865838,-0.892308721,-1.109629609,0.280602129
YLR230W,-1.495472015,-0.975064438,-1.218260157,-0.920200408,0.607465185,0.931780488,1.323636086,1.529915664,0.545153542,1.142639027,0.467977992,0.444953969,-0.402193734,-1.009793211,-0.975064438,0.002526449
YLR231C,0.395169319,0.905869266,0.113058211,-1.038853998,-1.814795351,0.117321028,-0.029634336,0.172418508,-0.253671769,1.046488403,-0.056009199,1.110115141,-0.860584701,-1.461201047,-0.388230147,2.042540672
YLR232W,0.59655138,0.579974456,-0.405384537,-0.575957581,-2.357111026,0.59655138,-0.122303799,0.444998686,0.216169997,0.837804632,0.410579841,0.579974456,-0.938931554,-1.494242321,-0.181409538,1.812735528
YLR233C,0.430108039,0.50211812,-0.269057239,-1.986157803,-1.244944542,0.807082883,1.30170803,1.262886216,0.341446847,0.81996994,0.124231343,-0.152803308,-1.346169415,-1.028508384,-0.575119435,1.013208708
YLR234W,-0.247463008,0.391737961,0.187811377,-1.670738302,-1.103323701,1.142161938,1.812410489,1.429469542,0.355731278,0.883390334,0.187811377,-0.92732675,-0.843249996,-0.604974511,-1.103323701,0.109875675
YLR235C,-0.340194971,-0.013139678,0.852105313,-1.364304018,-1.900318743,0.484041677,0.484041677,1.378642722,-0.340194971,-0.172123813,0.734461744,0.281160633,-1.900318743,0.548673707,-0.013139678,1.280607141
YLR235C,-0.340194971,-0.013139678,0.852105313,-1.364304018,-1.900318743,0.484041677,0.484041677,1.378642722,-0.340194971,-0.172123813,0.734461744,0.281160633,-1.900318743,0.548673707,-0.013139678,1.280607141
YLR236C,-0.863402158,0.154011438,0.524416068,-1.467335385,-1.746616946,0.593423186,0.791602706,1.153287802,-0.35893159,0.593423186,0.791602706,0.524416068,-1.211345764,0.307573917,-1.211345764,1.425220531
YLR237W,0.424340088,0.591872921,1.019448982,2.108627175,1.478569854,-0.13775753,-0.28018983,-0.345904243,-0.664292292,-0.275164421,-0.557077546,-1.371643525,-1.609845099,-0.769265938,-0.359592762,0.747874166
YLR238W,-0.304836384,0.068208225,-0.819843256,-0.534146602,-0.148763956,0.816116223,0.816116223,1.042151333,0.089532511,1.542274136,0.068208225,-1.194565799,-1.246112718,-0.771392712,-1.350384006,1.927438557
YLR239C,-0.716328364,-0.815323502,-0.995611883,-1.429305129,-1.325499853,0.197663782,1.048474292,1.159507015,0.829817889,1.135652877,0.895721035,1.066699806,0.961729497,-0.8216927,-0.995611883,-0.19589288
YLR240W,1.179771161,1.072756093,0.47338408,-2.128344805,-2.116059637,-0.097729032,0.109338879,0.720376881,-0.191195807,0.509696686,-0.2351456,-0.041365466,-0.041365466,-0.287090511,-0.377875495,1.450848038
YLR241W,1.112430854,0.915533922,0.151988304,-1.651173563,-2.755730215,-0.17244286,0.048323229,0.340181597,-0.007471033,0.495116223,-0.141556578,0.13408684,-0.077920599,0.10316448,0.04568823,1.459781169
YLR242C,0.930579339,0.499735786,-0.685435334,-0.154624554,0.357781499,0.443398054,1.108843491,0.719424245,-0.513923281,0.415008744,-0.446805284,-0.513923281,-2.535585643,-0.685435334,-0.685435334,1.746396885
YLR243W,-0.031906675,0.304442243,0.784324043,1.838484508,1.998412564,0.268968123,0.48410646,0.10789481,-0.449597965,-0.18912744,-1.048883554,-1.248354864,-1.700027402,-0.699259561,-0.552971863,0.133496574
YLR244C,-0.141303277,0.39936832,0.77222623,2.030630566,1.547143807,0.305563402,0.341352649,0.346404137,-0.077469289,0.114292169,-0.34867261,-1.180029087,-1.78685617,-1.155336958,-1.147185707,-0.02012818
YLR245C,0.202029124,0.241304823,1.059206528,1.261931421,0.809924826,0.241304823,-0.407878794,0.162246693,0.677295267,0.84220963,0.280086537,-0.505760158,-1.563024632,-2.268475962,-1.425988376,0.393588252
YLR246W,0.672970986,1.406989315,0.431333816,-0.820460751,-1.270913131,0.03749321,0.589019302,0.782749931,0.283518595,0.402119603,-0.321947341,0.192677102,-1.927247488,-0.972563107,-1.149420455,1.663680412
YLR247C,1.477384546,1.166604182,-0.458277128,-1.899073039,-0.469616067,0.925825979,0.710023344,0.755223768,-0.170415843,0.354181593,-0.900163302,-0.938163802,-1.04125027,-0.534467675,-0.424446791,1.446630505
YLR248W,1.025153162,0.88637406,-0.226815099,-1.136005752,-0.955137099,1.209541554,-0.150048906,0.261943923,-0.85971722,0.155213579,-0.447283945,0.128187137,-0.207517649,-1.476584214,-0.611149074,2.403845542
YLR249W,-0.27358469,0.255079128,0.752880276,1.67649804,1.513353695,0.448399474,0.502544345,0.546323237,0.207013062,0.286207844,-0.043517119,-1.377944873,-2.009898919,-1.116395162,-0.995389217,-0.37156912
YLR250W,0.14379901,0.455280516,-0.859131574,-2.559491515,-0.737366424,0.969415798,0.245409867,0.35134856,-0.437145299,0.01408072,-0.458564279,1.056944487,-0.005644265,-0.145741057,-0.098643551,2.065449004
YLR251W,1.042176406,0.920523661,0.26601168,-1.639394403,-1.765235741,-0.789966158,-0.545499527,-0.599482921,-0.516426278,-0.223269373,-0.694611363,0.62324054,0.733626868,0.524159384,0.906735886,1.757411338
YLR252W,1.10104027,0.98731761,0.28265053,-1.558219781,-1.861604779,-0.687234797,-0.643518339,-0.587246514,-0.657941552,-0.202882736,-0.51990292,0.596687844,0.766026363,0.418062202,0.807970844,1.758795757
YLR253W,-1.062696642,-1.013174624,-1.007769859,-0.87603117,-0.763917312,0.303175862,0.893300464,1.043676497,0.918774526,1.330992535,1.157180796,1.147323184,0.710806568,-0.878508174,-1.215484442,-0.687648209
YLR254C,0.714045923,0.628755931,-0.206593108,-1.264166514,-0.069728119,0.409572162,-0.12896712,-0.17857367,-1.110048846,-0.707465432,-1.668842503,-0.866276934,0.034289066,1.279624307,1.112258595,2.022116261
YLR255C,0.89698293,0.470479232,0.221202942,-3.471403932,0.221202942,0.044486994,-0.204279111,-0.204279111,-0.204279111,-0.204279111,-0.204279111,0.358364193,0.358364193,0.358364193,0.719926056,0.84342581
YLR256W,1.688774671,1.264449709,0.59794416,-0.571254222,-0.162983233,-0.068361486,-0.260878045,0.143656024,-0.944545194,-0.557731466,-1.210283444,-1.780507113,-0.650986449,0.199951409,0.536294859,1.776459822
YLR257W,0.478026701,0.434653505,-0.96654443,-1.795570439,-0.364221964,2.030051221,0.629399706,0.609390518,-0.059830689,0.10883387,-0.861393687,0.037276942,0.047347659,-1.420947733,-0.459458477,1.552987297
YLR258W,0.936349016,0.553719213,-0.166941288,-1.638978492,-1.863520038,-0.529674857,-0.669236619,-0.474977998,-0.653875262,-0.354619171,-0.304793664,0.662004853,1.406223386,0.576623383,1.035142833,1.486554703
YLR259C,-0.145242294,-0.437005356,-0.988638918,-2.14197742,-1.798036429,0.014583106,0.581191948,0.879223719,0.692096622,1.035336075,0.889245417,0.793362015,1.178658954,-0.326572942,-0.552382055,0.326157558
YLR260W,0.606892536,0.795805568,0.455625484,-0.360567159,-0.989970203,0.428427452,0.500614608,1.313965036,-0.192010746,1.245481922,0.26190868,-0.821732008,-1.644304342,-1.560890724,-1.25397344,1.214727336
YLR261C,0.042471952,-0.246519744,-0.487703384,-1.111990924,0.548685086,1.48287709,0.720008073,1.238756721,0.172907899,1.033163077,0.408174402,-0.226833682,-1.50910489,-0.824428159,-2.010968783,0.770505266
YLR261C,0.042471952,-0.246519744,-0.487703384,-1.111990924,0.548685086,1.48287709,0.720008073,1.238756721,0.172907899,1.033163077,0.408174402,-0.226833682,-1.50910489,-0.824428159,-2.010968783,0.770505266
YLR262C,-0.205030305,0.199933207,-0.739049377,-0.935950905,0.377120696,1.1982325,0.810638088,1.255899064,0.496243921,0.871764641,0.166176198,-0.12203216,-1.772774882,-0.817108843,-1.89484185,1.110780006
YLR262C-A,-0.501031299,-0.651116468,-1.03479496,-0.173362555,1.713403666,1.145438533,0.698319442,0.980514977,0.136811617,0.642157368,-0.529629973,-0.885117439,-1.699027519,-0.781637361,-0.553624492,1.492696463
YLR263W,0.632428073,1.01594672,0.156337225,0.88787854,0.60366528,0.435018934,0.622872344,1.130549569,-0.152215316,0.455379748,-0.228370009,-1.932073151,-1.623894528,-1.252274783,-1.383676719,0.632428073
YLR264W,-0.3203832,-0.100342426,-0.008371875,0.873563353,1.551585407,0.728445937,0.848385363,0.800287499,0.380204366,0.321059357,-0.44093747,-1.961130737,-2.196033091,-0.498477923,-0.471862857,0.494008297
YLR264W,-0.3203832,-0.100342426,-0.008371875,0.873563353,1.551585407,0.728445937,0.848385363,0.800287499,0.380204366,0.321059357,-0.44093747,-1.961130737,-2.196033091,-0.498477923,-0.471862857,0.494008297
YLR265C,1.266343707,0.835548333,-0.094915989,-1.544621268,-1.29468514,-0.630240605,-0.207802417,0.604967836,-0.577059862,-0.083876709,-1.081234014,-0.796208889,0.499941586,0.138315987,0.771606376,2.193921069
YLR266C,0.34729645,0.114459804,-0.832227603,-2.916253159,-0.453948171,0.856077363,0.780156878,1.153369839,0.239371779,0.45788055,-0.283565098,0.662928167,-0.692752621,-0.359932876,-0.231131092,1.15826979
YLR267W,0.973414118,1.004736618,-0.012785066,-2.398755681,-1.402044942,-0.581397101,-0.646972134,-0.145213953,-0.344240572,-0.163372347,-0.480539062,1.303097816,0.64725446,0.437125959,0.570420494,1.239271393
YLR268W,-1.151491037,-0.592102847,-1.03888552,-0.69559649,-0.53648459,0.056472809,0.499804723,1.860841635,0.873882105,1.687228629,0.46932834,0.400114851,-0.676629903,-0.92860189,-1.213926332,0.986045518
YLR269C,0.935801048,0.767480446,0.062012684,-2.136384612,-1.932717233,-0.165130591,-0.419392517,-0.360640308,-0.925577655,-0.054260703,-0.100642596,0.656910345,1.207569942,0.734433217,0.639047726,1.091490808
YLR270W,0.940428768,0.693494106,-0.061087935,-1.939022931,-2.202085898,-0.376662041,-0.468614978,-0.311946539,-0.506700688,-0.127061162,-0.066053976,0.842480772,1.022093821,0.582137191,0.646421584,1.332179906
YLR271W,1.091234781,0.876199842,0.151557248,-1.170143493,-2.470572913,-0.499219808,-0.56232164,-0.067145141,-0.486795781,-0.046420319,-0.524262147,0.670847486,0.655485829,0.253873752,0.272017818,1.855664487
YLR272C,-0.735260166,-0.069426729,-0.428001114,-0.008100835,0.590198803,0.441964018,1.30638145,1.680598309,0.858077168,1.149306622,0.340541461,-0.742302441,-1.133375553,-1.046285514,-2.014208019,-0.190107461
YLR273C,1.061843691,1.010431212,0.471597414,-1.319110694,-0.689043395,0.955128102,0.512096583,-0.223573398,-0.990141171,-0.733037827,-1.215727323,-0.965627373,-0.947400777,0.251037789,1.010431212,1.811095953
YLR274W,0.360187049,0.555608647,0.338894327,0.343474379,1.368071765,1.200838092,0.661101895,0.065939655,-0.629706633,-0.322618132,-1.077558588,-1.700831977,-2.229178804,-0.22577701,0.358672934,0.932882402
YLR275W,0.129811857,0.290181925,-0.121485224,1.130227353,0.973792803,-0.008137162,0.692887486,0.102543794,-0.865721832,-0.179200203,-0.356719552,-0.036219153,-2.17428262,-0.296798987,-1.398779689,2.117899202
YLR276C,0.064677484,0.500012548,0.853383136,1.770835037,1.679981011,0.217042894,0.357378589,0.18593689,-0.196822001,-0.101001408,-0.565308497,-1.819673773,-1.894433848,-0.499885915,-0.575257903,0.023135757
YLR277C,-0.011758903,0.656183237,0.403487543,0.666842666,0.346547847,0.645497521,0.55904968,1.111649398,0.45968872,1.111649398,-0.099806218,-1.016160456,-2.304749087,-0.984875079,-1.750006317,0.206760051
YLR278C,0.024829544,0.422212033,0.662418319,2.201635691,1.019799992,0.30589473,0.477366794,0.704952275,-0.316364904,0.316015023,-0.605394239,-1.056004055,-1.814812592,-1.085841978,-1.233692087,-0.023014547
YLR279W,0.027899078,-0.013382663,-0.839194407,-2.316352443,-1.668496018,-0.461634347,-0.027328149,0.400924461,-0.217720571,0.596235067,0.000469548,0.803008548,0.554396639,0.784181671,0.490010239,1.886983348
YLR280C,0.282627473,-0.178346408,-0.882878002,-1.968525767,-2.00661139,-0.556148147,0.072089869,0.356290177,-0.012829119,0.450539786,-0.178346408,0.689277699,0.709655874,0.529577539,0.779416324,1.914210498
YLR280C,0.282627473,-0.178346408,-0.882878002,-1.968525767,-2.00661139,-0.556148147,0.072089869,0.356290177,-0.012829119,0.450539786,-0.178346408,0.689277699,0.709655874,0.529577539,0.779416324,1.914210498
YLR281C,0.263655394,-0.146952759,-0.927773497,-1.93844706,-1.972007237,-0.552199485,-0.023120228,0.275276951,-0.161174235,0.388083112,-0.036523902,0.684601576,0.750306976,0.694115001,0.768708058,1.933451337
YLR282C,-0.245110078,0.257531036,-0.50365112,-2.26329396,-1.71890059,0.147722744,1.002141949,1.466466441,0.665511918,1.173076757,-0.082697915,0.110348061,0.034390972,-0.329205189,-0.687161976,0.972830949
YLR283W,-0.072546621,0.31174214,-0.464737091,-2.328279903,-1.764989664,0.546968151,0.873385071,1.298247444,0.767820354,0.9164766,0.33193952,0.401754822,-0.257394911,-0.515301499,-0.848436587,0.803352176
YLR284C,0.653877822,0.695255902,0.375214245,-0.602414221,-1.602681459,-1.106574481,-0.912952568,-0.822426671,-0.944215976,-0.711009404,-0.62886867,1.115895457,1.472605179,1.061710931,0.846518741,1.110065174
YLR285W,-1.210384174,-0.287702733,0.410153081,1.372792265,1.568625438,0.698838908,1.048335135,0.797542182,0.122374089,0.648293987,-0.882038915,0.107265912,-1.304094404,-0.871666241,-1.642854459,-0.57548007
YLR286C,1.200963061,0.483191372,0.21222556,0.576360845,0.499334569,-0.502017321,-0.79534557,-0.480168573,-0.61860481,-0.410558201,-0.775292255,-1.342444139,-1.354567861,-0.292954429,1.462456373,2.137421379
YLR287C,0.33462697,0.832635122,0.912494303,1.69459051,1.07658315,0.149286165,0.215465463,0.259056701,-0.139638961,-0.015646513,-0.864803301,-1.723238843,-2.196807675,-0.497693657,-0.45667984,0.419770404
YLR287C-A,-0.264745034,-0.228330172,-0.201840514,0.550503159,1.553897083,1.121201432,1.136805491,1.144565495,0.459871089,0.369516071,-0.741680894,-1.166102799,-1.856435393,-0.991598636,-1.211005641,0.325379264
YLR288C,1.185148153,0.938884283,-0.113992391,-1.45952139,-1.298325366,-1.298325366,-0.283711437,0.424176181,-0.520931879,0.520999008,-0.665592388,0.119925292,0.240810984,-0.22639237,0.022505535,2.414343152
YLR289W,-0.902187543,-0.763367873,-1.122192905,-1.137542896,-1.018876684,0.506047114,0.916185003,1.077099321,0.857140625,1.08783926,0.789210135,1.194588833,1.15756229,-0.818634018,-1.153049514,-0.669821147
YLR290C,0.833755521,0.688208157,-0.269595705,-1.451033201,-2.743807687,-0.558355712,-0.479007903,0.188625827,0.167571376,0.407884102,-0.282523746,0.482514198,0.407884102,0.509863508,0.594302855,1.503714309
YLR291C,-0.22193192,0.366690862,0.717290099,1.63436399,1.300287812,0.439043984,0.696071065,0.59021765,-0.044870309,0.408305344,-0.294780756,-1.174721761,-1.980860889,-1.362902926,-1.21526859,0.143066344
YLR292C,-0.329974782,0.317971363,-0.011709576,0.487293365,1.004509055,1.199163189,1.310921746,1.048718842,0.230108174,0.543640813,-0.873663568,-1.356780631,-1.816420902,-1.078326167,-1.244404865,0.568953944
YLR293C,-0.414574455,0.15539419,0.796553841,1.784766439,1.536766472,0.393894656,0.434886928,0.536406442,0.089630701,0.377411503,0.023917907,-1.082738807,-2.021285565,-1.045324796,-1.145512456,-0.420193
YLR294C,-1.190240586,-1.165058031,-1.394741286,-1.540156311,-0.780231617,1.44227514,0.750676684,0.898139055,0.871083934,1.213120863,0.801534848,0.82750448,0.025257876,-0.115966682,-0.509860554,-0.133337813
YLR295C,-1.075546737,-1.156258507,-1.395769499,-1.479940004,-0.897366145,1.341028562,0.777884725,1.118440314,0.905263092,1.225849675,0.731615989,0.742161707,0.056913128,-0.060186442,-0.686530074,-0.147559783
