gene.id	ura3_noglu_OD0.214	ura3_noglu_OD0.641	ura3_noglu_OD1.47	ura3_withglu_OD0.182	ura3_withglu_OD0.291	ura3_withglu_OD0.5	dtrmB_noglu_OD0.042	dtrmB_noglu_OD0.104	dtrmB_noglu_OD0.355	dtrmB_withglu_OD0.222	dtrmB_withglu_OD0.314	dtrmB_withglu_OD0.8
VNG0656H	0.335837445	0.015555686	0.207127341	0.546858058	0.039254273	0.528317015	1.392476467	0.528776667	0.26283936	0.002172586	0.417669733	0.069575871
VNG0657G	-0.31544527	-0.908008578	-0.119861382	0.165201438	-0.672326003	-0.458952531	0.501359907	1.049410404	0.591286666	-0.237972211	-0.361837309	-0.214932942
VNG0659H	0.364138363	-0.616503425	-0.409746318	0.486679804	-0.162767106	-0.727586555	0.381579943	0.462668369	-0.079535674	0.346680908	-0.375209073	-0.428772492
VNG0660H	-1.067252825	-0.516709295	-0.203422296	-0.19233758	-0.886465597	-0.432405533	-0.280584035	0.227616074	-0.367966352	-0.044566977	-0.314717137	-0.203535844
VNG0662G	-0.077228132	-0.56160578	-0.554171638	-0.109846485	-0.56840459	-0.733675674	0.072830406	-0.017848722	-0.546526528	-0.351794213	-0.450980289	-0.486023735
VNG0664G	-0.933167798	-0.382834943	-1.252348646	0.936234832	-0.134204921	-0.827013352	-0.658217139	-1.072997058	-1.201543679	-0.522407904	-0.884093584	-1.008974213
VNG0665G	-0.649689117	-0.462630782	0.193918816	-0.315010259	0.071994701	-0.056606557	0.521163278	0.325007015	-0.043768475	-0.308177731	-0.038036474	0.194548604
VNG0666G	-1.111405251	-0.498936154	-0.724908283	0.069973495	-0.697241646	-0.633650772	-0.571602963	-0.623006084	-1.045027121	0.006847106	-0.523901131	-0.496655843
VNG0667G	-0.168894424	-0.844678469	-0.245809789	0.601602708	-0.611776105	-0.318294339	1.005703833	0.503436737	0.098991354	0.395596487	-0.261291568	-0.143743939
VNG0668C	-1.487435998	-1.318158307	-2.014068916	-0.585940136	-0.942099282	-1.466611234	-1.404023142	-1.581980299	-1.515013084	-0.626528864	-1.869002472	-0.508644238
VNG0669H	-1.33823459	-0.965124967	-0.89170149	-1.044519703	-0.984267494	-1.005358959	-1.076666875	-0.599768261	0.046596764	-0.415058543	-0.460524047	-1.626064237
VNG0670H	-0.281500541	-1.396747618	-0.969706539	-1.06873901	-2.041333286	-1.139298139	-2.438916563	-1.7458399	-0.228691632	-0.815045758	-1.268784773	-0.56927317
VNG0671H	-0.035034894	-0.896823825	-0.571632878	-1.19300178	-1.085207647	-0.441879976	-0.142757374	-0.489119191	-0.42822194	-0.480343315	-0.738557449	-0.180177083
VNG0673G	-0.671314823	-1.528280576	-2.105882917	-1.764473646	-2.254396715	-2.054405929	-2.266891078	-0.902383517	0.362275297	-2.112873332	-2.995632111	-2.189534759
VNG0674C	-0.421050569	-0.947177952	-0.783781167	-1.833852468	-1.010279276	-1.201825831	0.467165769	0.968905202	1.252341117	-1.845947891	-1.092928465	-1.644413304
VNG0675C	0.289639642	0.031519602	-0.05616676	0.033522857	-0.754784115	-0.249950957	-0.51371346	-0.364542869	0.457530499	0.057137829	-0.144489678	-0.117638528
VNG0676C	0.934663384	-0.951460777	-0.926812276	0.423153402	0.003596142	-1.124183604	1.560179349	1.248239411	1.246575583	-0.43614939	-0.488616281	-0.755814033
VNG0677H	-0.256071764	0.358969049	0.47279396	-1.18883213	-0.358249225	0.143141234	-2.660651635	-0.592617635	0.320230341	-0.63644396	-0.070652154	0.347644196
VNG0678G	0.205489608	-0.37960244	-0.162583526	0.125420466	-0.092563209	-0.628934336	0.556323681	0.838298578	0.754143546	0.147661855	-0.191261242	-0.797008394
VNG0679G	-0.517216048	-0.130604294	-0.147255913	-0.747299988	-0.158429475	-0.588098118	-1.140928976	-0.588131104	0.339959844	-0.417741774	-0.228969059	-0.244189475
VNG0680G	0.645860834	0.306527745	0.420187002	0.172550597	0.442244318	0.677423991	-0.42636209	-1.17067004	0.167427076	0.526405428	0.789625808	0.572426459
VNG0681G	-0.139615785	-0.523092555	-0.075985463	0.306998258	-0.893490646	-0.632444178	0.715980376	1.106722078	1.144574891	0.005848284	-0.876896804	-0.237371236
VNG0682C	2.170933808	0.49356499	1.494647372	1.137705227	2.006092195	0.79825821	-0.581863573	0.206516458	0.781881215	2.379385751	1.968739771	0.75861323
VNG0683C	0.132018865	-0.003291045	-0.337077257	-0.92796285	-0.880261244	-0.656869578	-0.791002029	-1.126743902	-0.708238236	-1.177093612	-0.623527512	-0.780772461
VNG0684G	0.73352623	0.156778337	-0.030441727	-0.857162229	-0.374402302	-0.555444884	-0.556323681	-0.558430973	-0.24046694	-1.037021865	-0.527190506	-0.464608196
VNG0686C	0.089271211	0.169786056	-0.350329967	-1.106242008	-1.453496119	-0.54535348	-1.681215981	-1.355213187	-0.914814115	-1.319212854	-1.200823396	-0.331748513
VNG0688H	-0.343019564	1.077684593	0.316864574	0.635879525	0.745120996	0.750422048	0.144952088	0.24158999	0.362299918	1.118747309	1.002631875	0.075876827
VNG0689G	0.144515345	0.421281714	0.020885594	0.263651273	0.501751889	0.32552975	-0.447871275	-0.159305503	0.033049107	0.023245213	0.428753041	0.134203243
VNG0690C	0.554271275	0.685502648	0.32652863	0.70880337	0.5486897	0.771572811	1.11628983	0.292148972	0.651365458	0.710100848	1.163888443	0.611838111
VNG0692C	0.419255327	1.238189388	0.305946037	0.980535277	0.406853854	1.113154636	-2.10228182	-0.979187177	0.578328046	1.043420445	1.343942386	1.288691108
VNG0694G	-0.377056237	-0.385923754	-0.512823568	0.325043935	-0.297464267	-0.387758624	-1.471160067	-0.399161115	-1.42805807	0.149214833	-0.408254447	-0.300628321
VNG0697H	0.973952131	0.858623497	0.420579169	1.03500198	0.123990657	-0.169445246	-0.647465026	-0.288861265	0.153308367	1.252008509	0.499049431	0.63675872
VNG0698H	0.185240509	0.205318789	-0.003327799	-0.089677123	-0.109983726	-0.400923593	0.724426135	0.14271984	0.360116621	0.080121843	-0.066299658	-0.325351765
VNG0700G	-0.346554481	-1.331196534	-0.562225687	0.260558629	0.11320075	0.424297537	-2.046289431	-0.92913298	-0.434937994	-0.488504835	0.03633939	0.809247105
VNG0702H	0.225562813	-0.466188988	-0.291723099	0.253364929	0.039283916	-0.350643213	0.079365678	0.579386401	0.73999653	0.141519342	-0.145695521	-0.262885192
VNG0703H	-0.069512962	0.206126278	0.079384524	0.112753395	0.149489355	-0.042075285	-0.027154856	0.722886323	-0.033414267	0.004564713	0.161866505	0.216514791
VNG0704C	0.398528789	0.543490206	0.449098482	-0.152639251	0.189949214	0.408615934	0.066298244	0.447172458	0.833442769	0.119493192	0.339154963	0.316290657
VNG0705C	0.194565967	1.258133225	1.350989327	-0.837640988	0.87866372	1.349218246	-0.922721204	-0.576384524	0.505306907	0.332404262	1.499736736	1.686711847
VNG0707C	-0.333228604	-0.719863532	-0.22611341	-0.04798597	0.664624772	-0.434182543	0.690942961	-0.555370651	0.169645764	-0.250488369	0	-0.486524082
VNG0708H	0.161470756	0.179715692	0.225355153	0.063603883	-0.294640387	-0.233742142	-0.276068223	0.591392859	1.10660829	0.286590794	0.024118334	0.029495212
VNG0709C	1.173885479	0.854373776	0.436256563	1.123131215	0.678286142	0.083623843	0.750080473	0.751978797	1.348414319	1.385930854	0.881790993	0.439169566
VNG0711C	0.365677952	0.424443955	0.435927884	0.329053178	-0.145472353	-0.004344321	-0.390941396	-0.075008649	0.550315915	0.372027181	0.116933217	0.160685451
VNG0713C	0.613696045	1.188926912	0.136115596	-0.300776407	0.560269986	-0.111020668	-1.869702588	0.548895519	0.912046473	-0.420179687	0.764376556	-0.310238665
VNG0715G	-0.157796521	0.189243063	0.26458621	-0.344574773	0.050460401	0.030542568	-0.571602963	-0.732588578	0.390839189	-0.306184406	-0.1633158	-0.142575171
VNG0716G	0.840319943	1.036040603	1.047143377	0.067401623	1.127060654	1.279294426	1.027554481	-0.903737854	-0.240960406	0.790002147	1.310620702	1.124948637
VNG0717H	-0.988009839	-1.708947222	-1.668760973	-1.055071124	-2.190548359	-1.656536489	-2.239398749	-1.236521174	-1.56622883	-1.598440613	-1.734259769	-1.20109185
VNG0718C	1.729650331	0.245498718	0.077865569	0.091103332	-0.00474063	0.301811061	-0.880325796	0.762680384	0.321822163	0.620739555	0.671736589	-0.404498211
VNG0719G	-0.676247567	0.470301962	0.123216735	-0.382005285	0.01467175	0.731540033	-1.223951465	-0.541807321	-0.023901832	-0.261884907	0.726382291	0.759612847
VNG0720G	-0.862283654	-1.253450346	-0.594997887	-0.745441503	0.075214842	-0.325754893	-1.575022289	-0.640140905	0.207961307	-1.286633518	-0.413931447	1.145418602
VNG0723G	-0.54705084	-0.369613289	0.124391074	-0.388983237	-0.369297864	-0.395050515	-1.629914427	-0.681801468	-0.223760629	-0.86987978	-0.655694923	0.771586559
VNG0724H	-0.469318225	-1.097755355	-0.188654537	-0.541956582	-0.432591767	-0.869873016	0.416865992	0.127202247	-0.59728077	-0.541803223	-0.601453635	-0.541180035
VNG0725H	-0.233516877	0.133388342	-0.055622302	-0.58063571	0.033185845	0.312579687	-0.970315845	0.053807405	0.208999632	-0.368912932	-0.342018129	0.360824706
VNG0726C	-0.375214384	-0.319294537	-0.056694001	-0.826767817	-0.549266914	-0.918199487	-1.646536365	-0.294336653	-0.701366473	-0.334322247	-0.830786002	-0.447212464
VNG0727C	-1.282506656	-0.523553764	-0.738351917	-1.105195797	-1.204097158	-0.748114765	-1.490668589	-1.445635927	-0.409553801	-1.576790753	-0.956422491	-0.81011301
VNG0729H	-0.918851969	-0.304192138	0.104527809	-0.379161292	-0.14081042	-0.017539776	-1.038665915	-0.987207245	-0.669818175	-0.395286852	-0.051271031	-0.34750579
VNG0730C	-0.532717525	0.08744611	-0.161633647	-0.334956059	-0.009776179	-0.003349056	-0.109913046	0.567608419	0.454740412	0.157107137	-0.248068344	0.06215817
VNG0731H	0.287288995	0.085656604	-0.606605079	-0.807665911	-0.31372379	-1.117854047	-2.012245091	-1.282264362	-0.397759826	0.452678276	0.130846692	0.213733065
VNG0732G	1.477898274	1.773877841	1.526881016	1.399266822	1.610846591	1.785541984	-1.672356356	-0.091492364	-0.67681332	1.616300195	1.827583419	1.743063526
VNG0733H	-0.690445323	-0.210851494	-0.100859799	-1.192825682	-0.013235995	-0.349361478	-0.206728578	-0.841654455	-0.774330683	-0.820299418	-0.492754575	-0.404600806
VNG0734G	1.002521947	0.750663163	0.489841581	0.389903299	1.040532127	0.963473509	-0.031500972	0.548869434	0.928012509	0.482878676	0.601274365	0.373824318
VNG0735G	0.718290753	0.435957736	0.194697217	0.237459243	-0.502411136	0.984239877	0.258060151	-1.661883106	-0.709914197	1.001030785	1.031909713	0.385996659
VNG0736G	-0.587418515	0.972529691	0.545937026	0.390308031	0.02814025	1.187887998	-1.605795313	-0.405797157	-0.862387053	0.470139147	-0.419237546	1.192869115
VNG0737H	-0.105557091	-0.723036679	0.01469092	-0.216877131	0.364093264	0.366773967	0.498898411	0.005680015	-0.275237935	-0.091854484	-0.011990007	0.029826141
VNG0738H	-0.801313055	-0.922635859	-0.549948759	-1.034007447	-0.854876724	-0.228973934	-1.452195907	-0.644144882	-1.707092966	-0.936179627	-0.718017088	-0.06265787
VNG0740C	-0.538830162	-1.142193209	-0.749888862	-1.662136712	-0.673796646	0.184387716	0.253571406	-2.339157656	-2.304726863	-0.431207746	0.227462159	-0.344873681
VNG0741H	-0.274812007	-0.957975935	-0.23424974	0.550809023	-0.373422372	-0.342306509	-0.337550558	0.288063936	-0.543240007	0.648838453	-0.190186301	-0.01327926
VNG0742H	0.599615259	1.860526959	2.021394645	-0.587301612	1.714940969	2.3790604	-2.046289431	-1.104269794	-0.77050306	1.540584637	2.209650658	2.155756153
VNG0743H	-0.193958247	0.292713927	0.518004875	-0.341197439	0.140696362	0.19044915	-0.280584035	0.657038426	1.007657392	-0.07624955	0.360429088	0.356740865
VNG0745G	1.00758671	1.516745359	1.579363167	0.552487109	1.42862826	1.86393392	0.864436128	-0.891229306	0.579223946	1.404272551	1.641519851	1.680330209
VNG0746C	0.917700896	1.275068513	1.189464302	0.599511936	1.183800708	1.532486374	0.462326098	-0.412569364	0.662462149	1.410888177	1.296275254	1.348301202
VNG0748G	0.821422819	1.23835566	1.212719011	0.607436584	1.259338466	1.525892236	0.730085449	0.074763813	0.697411655	1.314552922	1.335075325	1.348224113
VNG0749G	0.875785898	1.272259831	1.03437129	0.377420862	1.10742584	1.298766227	-0.372251813	-0.651255894	0.569769277	1.176770332	1.112587831	1.022253453
VNG0750C	0.796315322	1.292890531	0.96941962	0.276876515	1.25959983	1.614402842	-0.553789809	-0.865752554	0.643068777	1.348882289	1.389707577	1.127186625
VNG0751C	0.993826725	1.023119291	0.249247948	0.704894053	1.013390022	0.722535569	-0.462326098	-0.264764752	0.475495246	0.81721192	0.768769779	0.547858642
VNG0752G	-0.623054244	-0.279484669	-0.064584853	0.481323787	-0.343326266	-0.580448445	0.682693254	0.891587561	0.372092542	-0.160993751	-0.242774859	-0.346596223
VNG0753G	-0.088614751	0.034832565	-0.282499923	0.917703574	-1.308824188	-0.580856901	-0.42636209	-0.957108367	-0.584512597	0.601079917	-0.184280953	-0.225451198
VNG0754C	-0.064451723	0.010862673	-0.20717827	0.003903746	-0.185712777	-0.035423644	-0.589599373	-0.676611639	-1.088037304	0.015178998	-0.691115506	0.006965995
VNG0755C	-0.710920736	-0.695291022	-0.433457251	-0.371239373	-0.580931899	-0.370094075	-0.001086061	0.150397954	-0.473531866	-1.294555008	-0.39555217	-0.573292966
VNG0757G	-1.252091063	-1.305311001	-0.687632251	-0.886823857	-0.950332671	-1.008230593	0.45267901	1.074317849	0.677389356	-0.299448345	-0.700429357	-0.706512035
VNG0758C	-0.986649164	-0.768837429	-0.607167323	0.07471859	-0.573124223	-0.745329645	-0.43828664	0.661733997	0.349285855	-0.501190882	-0.43086865	-0.527830039
VNG0759H	-0.591197277	-0.220002346	-0.710114694	-0.080836367	-0.623883472	-0.158173686	-0.39563495	0.290797265	0.277801689	-0.103698206	-0.157043485	-0.096113692
VNG0761G	-0.811955663	-0.770621423	-1.040354627	-0.962420303	0.192728617	-0.318417494	-0.184587158	-0.46483702	-0.307670215	-0.877850274	-0.890639538	-0.860787936
VNG0762H	-0.435316838	-0.423333317	-0.083498391	-0.906567099	-0.549575479	-0.058212677	-0.35369137	-0.792891135	-0.14384499	-0.674190263	-0.229887037	-0.14608148
VNG0763G	0.532287586	0.53756149	-0.475495159	0.741606388	0.39298317	-0.061521892	-2.483816774	-1.785446485	0.043959884	1.241824755	0.354196611	0.550305098
VNG0764C	0.055864404	-0.556715929	-0.698210322	-0.192981603	-0.887175229	-0.528722962	-0.031500972	-0.266184375	0.296193024	0.236304994	-0.394794082	-0.710693166
VNG0765H	-1.17829547	-0.546167977	-0.015276876	-0.647474318	-0.084990121	0.15152194	-0.280584035	-0.44743102	-0.51409056	-1.098404831	-0.228072596	-0.081813529
VNG0766G	0.586438681	1.065572615	0.790386493	0.058073284	0.332980729	0.793636461	0.521163278	-1.428806956	0.138405637	0.770454588	0.506220088	0.138302333
VNG0767H	-0.222176658	-0.138937322	-0.277481833	0.186412848	-0.719882294	-0.648615929	-0.615645901	-0.646802523	-0.260463264	-0.101782637	-0.620583024	-0.193413041
VNG0768H	0.02935842	0.506662756	-0.22946163	-0.063330507	0.447442921	0.529056362	-0.536150676	-0.871862166	-0.555483418	-0.067387093	0.353806507	0.185504959
VNG0769H	-0.01572955	-0.416270406	-0.703810457	0.036864124	-0.221122648	-0.422988756	-0.615645901	-0.670773284	-0.834487884	-0.126603637	-0.264916069	-0.257835565
VNG0771G	0.504524848	-0.094650688	0.135727517	0.45518727	0.160008562	-0.381962586	0.773305805	1.0218238	1.767540118	0.338022728	-0.158192142	0
VNG0772H	1.128214789	1.550537247	0.613649952	0.177419715	1.459542045	0.970585271	0.90295246	0.446875292	0.190303775	0.803010517	0.897257207	0.331136632
VNG0775G	1.229614681	0.41151054	0.506754993	0.701410143	0.305846061	0.180378483	0.321497215	0.447533417	1.221917456	0.892933224	0.310056337	0.329077105
VNG0777G	-0.4357845	-0.529066722	-0.540786875	0.033114485	-0.317728563	-0.232044547	0.003258188	-0.020987089	-0.304621149	-0.851333623	-0.59985743	-0.905120225
VNG0778C	-0.086249142	-1.176770332	-0.637880843	-0.828159782	-0.721180638	-0.50759807	0.016291632	-0.40407882	-0.839512179	-0.625145194	-0.390968262	-0.455310135
VNG0779C	-0.112475993	-0.43387644	-0.497492358	0.739943658	-0.542628538	-0.327159858	-1.484102881	-0.739334502	-0.675584829	0.30532986	-0.413467715	-0.087003205
VNG0780H	0.048706196	-0.745222227	-0.441236673	0.197802983	-0.452825991	-0.588024055	-0.264803061	-0.101237779	-0.634465908	0.192359834	-0.324067147	-0.181527236
VNG0782H	-0.392146987	-0.537536946	-0.437498217	0.241117641	-0.38105359	-0.760704242	0.346762839	0.449994408	-0.325379413	-0.057883191	-0.478251727	-0.819663135
VNG0784G	-0.184328447	-0.17417447	0.285864106	0.177068859	0.202285054	-0.534897583	0.623541191	1.027696612	-0.455470257	-0.196416801	-0.129673146	-0.206817855
VNG0786G	-1.45113652	-0.497103418	-0.025168541	-0.388864485	-0.474703625	0.177676732	-1.157747555	-1.031701179	-0.258396855	-0.899491542	-0.281244122	0.030312976
VNG0787G	-0.460281863	-0.725926523	-0.481193295	-0.240742672	-0.894894824	-0.898066407	0.112098592	-0.318264588	-0.663531632	-0.161814012	-1.009549672	-0.472174317
VNG0788H	-0.76594675	-0.646234589	-0.326866761	0.044135669	-0.795365462	-0.899863638	-0.070652687	-0.168349925	-0.949870575	-0.219542681	-1.161143939	-0.654194651
VNG0789C	-0.508442918	-0.990310689	-0.351950222	-0.091647826	-1.096985896	-0.777647889	0.255815134	0.030924928	-0.512664097	-0.196140722	-1.043024268	-0.520028543
VNG0790G	-0.818016477	-0.77159708	-0.448616721	-0.052266082	-1.057849796	-0.789560482	-0.294166276	-0.308108547	-0.285779051	-0.265670843	-1.164355405	-0.58288498
VNG0793G	0.687565952	0.731708032	0.616018022	0.080289865	0.415074447	0.535309646	-0.372251813	0.692998127	1.531634508	0.458074231	0.661179772	0.632789784
VNG0794G	0.504048549	0.606085665	0.661699833	0.575446485	0.666253506	0.625660619	0.326075256	1.351462459	1.443524494	0.395221016	0.805532732	0.723742617
VNG0795G	-1.185981394	-0.624899089	-0.625453885	-1.220576765	-0.475777562	-0.529512281	-1.575022289	-0.974739506	0.046928321	-0.831313352	-0.460628256	-0.359942268
VNG0796G	-0.213169844	0.328147332	0.373079401	-0.032237037	0.161323892	0.166216689	-0.994956615	-1.413131432	0.605529488	0.285413076	0.261188962	0.31465715
VNG0798H	-0.090422297	0.37770017	0.321119745	-0.929925225	0.198134635	0.500672521	-0.528642134	-1.543722515	0.339853685	0.198317575	0.555334923	0.432047104
VNG0799C	0.557315398	0.775766339	1.163112868	0.08523395	1.130992951	1.586560975	-0.155936355	0.692754662	0.209055496	0.958181884	1.630981284	1.660111348
VNG0800H	0.229567091	0.951042425	0.934485889	0.260295268	0.607393474	1.880547391	0.91940148	-0.233408102	1.227152237	0.975537075	1.655081227	1.730593281
VNG0801C	0.155949925	0.431227052	0.622451674	0.174021845	0.754537024	1.011811104	-0.747205804	0.004346721	0.383231779	0.201275455	0.725839508	0.819872658
VNG0804C	-0.051068131	0.756410052	0.260291686	-0.664814743	-0.396128927	-0.038032158	-1.605795313	-2.108653707	-0.698583547	0.397487855	-0.167900553	0.044168572
VNG0806G	-0.223708717	1.306148596	0.602612109	-0.268904454	1.119430799	1.304900771	-1.996061678	-0.785327193	-0.810632386	0.131745241	1.351146002	0.940669603
VNG0808G	0.905301584	2.961485111	2.572234205	0.092186768	2.932177664	2.339157656	-0.861284345	-0.911301793	-1.296042731	2.097368256	2.552886628	2.254856652
VNG0810H	0.657012414	1.126090541	0.365318791	0.613696045	0.974451401	1.061265437	-0.526145916	-1.02789616	-0.990867658	0.607439394	0.891701455	0.813271678
VNG0811H	1.24207714	1.941242794	1.643902226	0.704062848	1.903529014	1.756119251	-0.916091859	-1.050783652	-0.196458497	1.955630146	1.884519844	1.584489852
VNG0812G	0.543022621	1.545909227	1.430925508	1.050175728	1.293529731	1.588354053	0.186797053	0.932671557	0.380173318	1.374961224	1.631288463	1.54734724
VNG0813G	1.055000393	1.536746717	1.575522099	-0.383090211	1.418881616	1.70525435	0.169142476	-0.963242049	0.416774283	1.327020231	1.634425463	2.044437125
VNG0814C	-0.86421187	-0.017962916	-0.272110968	-0.560540657	0.248975923	-0.075619069	-0.546209393	0.322851065	0.808028389	-0.633886367	-0.438716161	0.270834252
VNG0815G	-0.2313325	0.183195724	0.105724362	-0.527960932	-0.040991477	0.487920426	0.16033526	-0.127195532	0.807466817	-0.277381741	0.214549355	-0.022810116
VNG0816G	1.554455693	2.29727073	2.571326673	1.55313777	2.005734689	2.280709943	-1.353456372	0.913666844	0.195277836	1.691939997	2.328299694	2.135039752
VNG0818C	1.271310975	1.833571084	1.571758212	0.937627924	1.785396401	1.802718571	0.991399656	1.390067609	0.947453558	1.199885397	1.749808508	1.45091033
VNG0819C	1.47555576	2.36305189	2.693612545	1.276660386	1.83863883	2.352903821	-2.082885096	0.165256558	0.591200542	1.686532482	2.390683309	2.067325747
VNG0821C	0.813079609	0.52503294	-0.141768267	0.781711526	0.224984107	0.364381294	0.018464082	-0.321354442	-0.777592187	0.882580323	0.175100972	-0.050720606
VNG0822C	1.095898017	0.690767598	0.47699773	1.686496332	0.555640396	0.575109564	0.300977643	0.45568969	0.255884768	1.924548374	0.712278893	0.577142963
VNG0823G	0.607549173	0.596157691	0.115414411	0.798510078	0.144802438	0.463766008	-1.027554481	-0.246055794	0.419379191	1.284636201	0.591573073	0.41732455
VNG0824G	1.209387144	1.354559488	-0.073372721	-0.231612253	1.139298139	-0.165821906	-0.285105576	0.190942932	0.540457646	-0.590197718	0.974084224	0.215506557
VNG0825C	-0.59195624	-1.646367686	-1.426932946	0.009083441	-0.777316809	-0.715240951	-0.842550171	-0.695358352	-0.470765032	-0.476650892	-1.083133658	-0.22597676
VNG0826C	-0.449764363	0.166823205	-0.482780065	0.30352544	0.433813902	0.566570438	-1.965179946	0.058934137	-0.130512982	0.506207788	0.080182872	0.046168784
VNG0828H	-1.38532881	-0.120605865	0.257032198	-0.733140768	-0.753474584	0.115111115	-0.226742578	-1.460494995	0.092140283	0.223135058	-0.475552049	0.418058274
VNG0829G	-0.392131267	0.607812063	-0.015499322	0.017966419	0.554917833	0.513738708	-1.214814782	0.178837228	-0.178279404	0.154628244	0.398769173	0.807341347
VNG0830G	0.727582783	-0.521672385	-0.564252434	-0.78448442	-0.96941962	-0.782114387	0.011946953	-2.149425126	-1.354494228	-1.709639987	-1.411782813	-0.649520926
VNG0831G	-0.277236924	0.629046777	0.783743163	-0.048317151	0.500875829	0.576425667	0.724426135	0.53080789	-0.277646225	0.809649345	0.248547981	0.52610982
VNG0832C	-0.671505983	1.241177433	0.057060094	1.055162884	-1.02382498	-0.029636712	0.764548027	-0.543302414	-0.231291334	1.045027121	-0.710447554	-0.058193868
VNG0834C	0.531463456	-0.042514211	-0.063882229	0.754046869	-0.07067987	0.555203198	-0.994956615	-0.999306129	-0.798336598	0.816368106	0.293381096	0.840535293
VNG0835G	0.54672528	-0.050194166	-0.452900678	-0.132558691	-0.173297321	-0.337306583	-0.271558033	-0.640988645	-0.972624658	0.01996365	-0.520648886	-0.421728142
VNG0836H	-0.044480868	0.591032281	1.027189713	0.14621392	0.999496493	0.450283767	-0.942857298	1.325191923	0.156278887	0.675288728	0.637906998	0.136652926
VNG0837H	0.416875215	0.028244151	0.248341727	0.160140599	0.425657697	-0.037822538	0.966843682	0.691261109	0.545982236	-0.537813295	0.16369365	0.112800311
VNG0838G	-0.125170731	-0.067428826	-0.472009973	0.342972244	0.311172069	-0.248157996	-0.193432263	0.994548794	0.112791913	-0.610934527	-0.529736725	0.292462197
VNG0840H	-0.792337605	0.527463049	0.596617909	0.499422508	1.19623797	0.323317559	1.072796975	1.01024679	0.621723214	-0.547967082	0.743980152	1.206208541
VNG0841G	-0.052231874	0.902921308	0.361243826	-0.294494744	1.082711229	0.916917248	-1.364393749	0.169281576	0.56233568	0.141659319	0.871201798	0.565537925
VNG0845C	0.321068585	0.165383485	-0.262984125	0.566950701	0.489563595	0.657234885	-2.143631912	-1.591678236	-0.506300565	0.594535016	-0.383969473	0.929119248
VNG0846C	0.715332905	0.083644995	0.085977019	0.820138428	0.615176027	0.687514459	-0.584438283	-0.350088764	0.05107683	0.827330274	0.286813413	0.878860975
VNG0847H	-0.219739358	-0.524869225	-0.569192974	-0.204456615	-0.622707424	-0.899839657	-1.20129691	-0.897947577	-1.710893128	-0.192880804	-0.589796399	-0.068107855
VNG0849C	-0.646293541	-0.251480427	-0.366659925	-0.889013319	-0.154239411	-0.436970301	-0.576725678	0.178259682	-0.650327722	-0.991353546	-0.250487484	-0.314076093
VNG0851C	-1.348361273	-0.139485463	-0.685552704	-0.790726554	-0.380088241	0.333982939	-0.206728578	-0.70934988	-1.740581339	-0.200140367	0.25217437	0.18133356
VNG0852C	0.075677541	0.388751458	-0.293671789	-0.087026784	0.094630351	-0.506472343	-1.031244147	-0.573224519	0.057609544	0.5327462	0.360684409	-0.118699383
VNG0853C	-0.248180766	-0.367997539	0.092126615	-0.218997919	-0.305172763	0.08971969	0.966843682	1.348537744	0.669344906	-0.620346931	-0.006517799	-0.097911492
VNG0854C	0.015209394	-0.578743905	-0.317571826	-0.129121259	0.296913378	0.390669885	0.2964352	0.616104089	-0.372738251	-0.11464596	0.294400925	-0.242534138
VNG0857C	-0.488437662	-0.690753685	-1.267056026	-0.483209049	-0.752184801	-0.194056899	-1.20129691	-1.371244422	-2.331333532	0.019498151	-0.237655866	-0.2217625
VNG0858C	-0.08873698	-0.031482033	0.171350051	0.859861859	-0.017833266	0.14107802	-2.189008982	0.214113458	0.201754253	1.073336335	0.359342658	0.198379701
VNG0860G	-0.51936729	-0.284383955	-0.673359934	-0.111744948	-0.45545486	-0.848343536	-0.151540464	-0.262570693	-1.039293407	-0.247567647	-0.463433893	-0.494057353
VNG0861H	0.631010707	0.65457781	-0.2217214	0.547401183	0.273136567	0.126601015	-0.096810419	-0.070914935	-0.778790471	0.747934105	0.298239583	-0.407563729
VNG0862G	-0.286838569	-1.042956272	-0.589426042	-0.052286365	-0.791691715	-0.809246416	0.107728025	-0.599204683	-0.665152423	0.399390478	-0.686698608	-0.589970506
VNG0863H	-0.600362321	-1.319169052	-2.054977131	0.159156974	-1.402523787	-1.439975972	0.033674247	0.02739227	0.001086269	-0.244852593	-1.428459149	-1.714859101
VNG0864G	-0.773887623	-1.112288506	-0.994991537	-0.02708494	-1.986737844	-1.183788938	0.416865992	1.588155592	2.174888087	-0.270519216	-1.78548763	-1.425810575
VNG0865C	-0.074218253	-0.966569416	-1.041566756	0.454263404	-0.73227625	-0.421757915	0.330660141	-0.084715354	-0.937019613	-0.004400458	-0.530446971	-0.870736038
VNG0867G	0.027163257	-1.372097712	-1.513265047	0.339206578	-1.439267201	-0.639247654	0.433509434	-0.292560881	-0.952729522	0.327521082	-0.648852151	-1.108253403
VNG0868H	0.846496488	2.533181333	2.235912526	0.465502489	2.094960672	2.391577479	-0.848761774	-0.83284124	-0.996392689	1.625636777	2.625446493	2.612932666
VNG0869G	1.361326736	2.194697201	2.064587264	0.833774659	1.898300863	2.060861412	-0.581863573	-0.465567174	0.404520775	1.906955204	2.180226741	2.057263456
VNG0870G	1.598736039	2.002494357	1.895933428	1.203031207	1.576135138	1.215359559	1.869702588	1.158607812	1.330571475	1.226280941	1.777700258	1.418293142
